Rbr.županije;Županija;Oznaka GROP;Grad/općina;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno birača;Glasovalo birača;Glasovalo birača (po listićima);Važeći listići;Nevažeći listići;ALTERNATIVA 101 - ALTERNATIVA, AKCIJA MLADIH - AM;CENTAR;DOMOVINSKI POKRET - DP;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA STRANKA PRAVA - HSP;HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS, HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR, STRANKA UMIROVLJENIKA - SU;KANDIDACIJSKA LISTA GRUPE BIRAČA -  TOMISLAV MAMIĆ;MOST;NEZAVISNA LISTA MLADIH - NLM, PAMETNO ZA SPLIT I DALMACIJU, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS;RADNIČKA FRONTA - RF, SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP;ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA - HGS
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;001;BIRAČKO MJESTO BR. 1. U LJUBITOVICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";LJUBITOVICA;391;249;249;238;11;1;4;8;155;3;4;21;9;1;7;25
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;002;BIRAČKO MJESTO BR. 2. U PRAPATNICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";PRAPATNICA;148;115;115;113;2;0;1;2;77;0;2;4;5;0;14;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;003;BIRAČKO MJESTO BR. 3. U SEGETU GORNJEM;ZADRUŽNI DOM SEGET GORNJI;SEGET GORNJI;148;108;108;101;7;4;1;4;64;0;4;8;5;1;3;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;004;BIRAČKO MJESTO BR. 4. U BRISTIVICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";BRISTIVICA;291;213;213;209;4;0;4;14;151;1;3;14;6;0;1;15
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;005;BIRAČKO MJESTO BR. 5. U SEGET VRANJICI;"PODRUČNA ŠKOLA ""KRALJ ZVONIMIR""";SEGET VRANJICA;1027;560;560;542;18;7;36;30;265;6;11;44;36;5;70;32
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;006;BIRAČKO MJESTO BR. 6. SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRV. VITEZA ŠPIRA ŠEVE FRZELINA  1;797;493;493;469;24;7;14;28;236;12;6;37;29;3;64;33
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;007;BIRAČKO MJESTO BR. 7. U SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRVATSKOG VITEZA ŠPIRA ŠEVE FRZELINA 1;933;591;589;559;30;5;24;19;248;9;17;68;23;5;111;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SEGET;008;BIRAČKO MJESTO BR. 8 U SEGETU DONJEM;"ZGRADA OPĆINE SEGET ""DOM BANA JOSIPA JELAČIĆA""";TRG HRVATSKOG VITEZA ŠPIRO ŠEVO FRZELIN 1;595;357;357;340;17;5;14;10;143;12;8;37;24;3;55;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;001;SELCA;ZGRADA OPĆINE SELCA -SELCA;TRG STJEPANA RADIĆA 5;773;490;490;475;15;9;48;18;150;9;18;54;43;3;71;52
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;002;SUMARTIN;ZGRADA OSNOVNE ŠKOLE-SUMARTIN;PORAT 1;474;238;238;222;16;7;23;11;82;4;6;26;13;3;30;17
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;003;NOVO SELO;DRUŠTVENA PROSTORIJA - NOVO SELO;PJACA;144;81;81;75;6;3;9;1;21;1;3;10;1;0;7;19
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SELCA;004;POVLJA;SPORTSKA DVORANA - POVLJA (ZADRUŽNI DOM);RIVA 1;376;181;181;172;9;9;12;8;40;2;3;19;4;2;61;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUĆURAJ;001;SUĆURAJ;"OŠ ""ANTE ANĐELINOVIĆ""";SUĆURAJ, TRG PARK 5;337;180;180;173;7;0;6;6;96;2;0;17;14;1;27;4
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUĆURAJ;002;BOGOMOLJE;PROSTORIJE PODRUČNE ŠKOLE BOGOMOLJE;BOGOMOLJE, SRID SELA 16;155;59;59;53;6;0;2;0;24;0;0;3;3;3;17;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;SUTIVAN;001;SUTIVAN;PROSTORIJE PODRUČNE ŠKOLE SUTIVAN;SUTIVAN,  KALA O KONGULI BR. 2;989;723;722;673;49;30;50;29;216;8;13;61;70;7;115;74
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;001;GRABOVAC CENTAR;OBITELJSKA KUĆA IVANA ŠARIĆA POK. MIRA;GRABOVAC-CENTAR 129;217;119;119;114;5;3;4;22;48;4;0;7;8;0;5;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;002;GRABOVAC GORIČAJ;PROSTORIJE OSNOVNE ŠKOLE, GRABOVAC;GRABOVAC GORIČAJ;122;64;64;63;1;0;0;11;22;0;6;7;3;0;0;14
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;003;ŽEŽEVICA-PRIVIJA;BIVŠI ZADRUŽNI DOM U VLASNIŠTVU M.B.PRINT D.O.O.;ŽEŽEVICA PRIVIJA;148;76;76;70;6;2;2;16;21;1;0;10;9;0;2;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;004;ŽEŽEVICA-ORJE;PROSTORIJE OSNOVNE ŠKOLE, ŽEŽEVICA ORJE;ŽEŽEVICA ORJE;191;101;101;96;5;0;0;21;54;0;1;3;4;1;0;12
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;005;ŠESTANOVAC;PROSTORIJE OSNOVNE ŠKOLE;ŠESTANOVAC;405;225;225;212;13;5;7;26;89;5;4;21;20;1;4;30
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;006;KREŠEVO POLJE;PROSTORIJE OSNOVNE ŠKOLE, KREŠEVO POLJE;KREŠEVO POLJE;112;77;77;73;4;1;0;16;37;1;2;5;4;1;0;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;007;KATUNI POLJE;OBITELJSKA KUĆA TONKE MANDUŠIĆ Ž. JOŠKA;KATUNI, RADOBILJSKA CESTA 20;248;146;146;142;4;2;3;21;60;1;3;19;11;0;1;21
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;008;KREŠEVO BRDO;"PROSTORIJE ""KUD-A RADOBILJA"", KREŠEVO BRDO";MASLOVLJEVA LOKVA 3, KREŠEVO BRDO;131;83;83;80;3;3;0;19;30;1;4;5;5;0;0;13
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;009;KATUNI BRDO;"PROSTORIJE OSNOVNE ŠKOLE ""BALIĆI"", KATUNI BRDO";KATUNI BRDO;93;70;70;70;0;0;0;8;52;0;0;7;1;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠESTANOVAC;010;KATUNI PRPUŠA;OBITELJSKA KUĆA MATE VUKUŠIĆA SIN VLADIMIRA;KATUNI PRPUŠA, DR.FRANJE TUĐMANA 6;162;101;101;96;5;2;1;17;58;0;2;7;1;0;0;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;001;MASLINICA;TURISTIČKI URED;MASLINICA;296;162;162;153;9;2;16;15;32;3;4;9;20;4;41;7
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;002;DONJE SELO;PROSTORIJE BRATSKE KUĆE;DONJE SELO;226;134;134;126;8;3;16;5;33;0;3;9;14;3;29;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;003;SREDNJE SELO;PROSTORIJE MJESNOG ODBORA;SREDNJE SELO;131;83;83;81;2;2;12;6;11;0;3;5;22;2;12;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;004;GROHOTE;PROSTORIJE DOMA KULTURE;GROHOTE;444;252;252;231;21;16;15;14;48;4;7;21;46;1;36;23
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;005;ROGAČ;TURISTIČKI URED ROGAČ, ROGAČ;ROGAČ;154;85;85;79;6;6;8;6;9;0;2;7;12;1;22;6
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;006;NEČUJAM;PROSTORIJE MJESNOG ODBORA;NEČUJAM;367;188;188;185;3;3;18;9;42;5;7;16;19;1;47;18
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;007;GORNJE SELO;PROSTORIJE MJESNOG ODBORA;GORNJE SELO;295;184;184;174;10;7;23;9;46;1;7;15;37;1;17;11
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ŠOLTA;008;STOMORSKA;PROSTORIJE MJESNOG ODBORA;STOMORSKA;403;242;242;231;11;3;33;11;45;2;7;15;40;2;46;27
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;TUČEPI;001;BIRAČKO MJESTO 1 - TUČEPI;OSNOVNA ŠKOLA TUČEPI;KRAJ 17;1589;1075;1073;1017;56;27;39;25;315;14;21;108;181;25;213;49
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;TUČEPI;002;BIRAČKO MJESTO 2 - TUČEPI;"ETNO ZBIRKA ""ŠKRINJICA""";SRIDA SELA 7A, GORNJI TUČEPI;105;50;50;48;2;2;1;3;17;3;1;4;6;0;6;5
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZADVARJE;001;ZADVARJE;NOVA ZGRADA OPĆINE;ULICA  SV. KATE 28, ZADVARJE;230;186;186;174;12;2;11;24;61;2;3;28;19;2;14;8
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;001;ZAGVOZD;OSNOVNA ŠKOLA ZAGVOZD;ZAGVOZD;668;339;339;327;12;3;14;55;167;5;4;35;20;0;2;22
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;002;KRSTATICE;OSNOVNA ŠKOLA;KRSTATICE;82;32;32;32;0;0;0;2;21;0;1;5;0;0;0;3
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;003;BIOKOVSKO SELO;KUĆA MLADENA BAKOTE;DONJE BAKOTE  BR. 52;41;13;13;13;0;0;0;2;9;0;0;1;0;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;004;RAŠĆANI GORNJI;KUĆA DANIJELE LENDIĆA U LENDIĆA;RAŠĆANI GORNJI-LENDIĆI 16;27;13;13;13;0;0;0;0;12;0;0;0;0;0;0;1
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;005;ŽUPA;KUĆA IVANA MILOŠA;ULICA GARMAZI 13;34;15;15;15;0;1;0;1;10;1;0;0;2;0;0;0
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZAGVOZD;006;RASTOVAC;KUĆA MIRKO DEDIĆ;RASTOVAC BR. 204;187;71;71;69;2;0;1;19;34;1;0;8;4;0;0;2
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZMIJAVCI;001;ZMIJAVCI;"OŠ ""ŠUTE""";ZMIJAVCI;774;572;571;550;21;6;8;58;274;14;8;118;28;1;6;29
17;SPLITSKO-DALMATINSKA ŽUPANIJA;općina;ZMIJAVCI;002;ZMIJAVCI;OŠ ZMIJAVCI (POLJETINA);ZMIJAVCI;896;606;606;589;17;6;15;59;282;17;8;121;14;8;9;50
